idx,split,ground_truth,model_response,verdict,flagged,reason,corrected_text
1010,train,"of "" The Grits "" if a federal election had been","INCORRECT: if→it | CORRECTED: of ""The Grits"" it a federal election had been",INCORRECT,True,if→it,"of ""The Grits"" it a federal election had been"
1012,train,popularity as an individual leader ( for,"INCORRECT: individual→jndividual, leader→lpader | CORRECTED: popularity as an jndividual lpader ( for",INCORRECT,True,"individual→jndividual, leader→lpader",popularity as an jndividual lpader ( for
1016,train,observers at the national rally will be,"INCORRECT: observers→cbservers, national→nahicnal | CORRECTED: cbservers at the nahicnal rally will be",INCORRECT,True,"observers→cbservers, national→nahicnal",cbservers at the nahicnal rally will be
1018,train,"Mr. Diefenbaker 36 per cent , for Mr.","INCORRECT: , → 1 | CORRECTED: Mr. Diefenbaker 36 per cent 1 for Mr.",INCORRECT,True,", → 1",Mr. Diefenbaker 36 per cent 1 for Mr.
1019,train,Lester Pearson acceptable to the people,"INCORRECT: Lester→hlpster, the→thuf | CORRECTED: hlpster Pearson acceptable to thuf people",INCORRECT,True,"Lester→hlpster, the→thuf",hlpster Pearson acceptable to thuf people
1023,train,"in the chancery , or the corridors of the United","INCORRECT: United→University | CORRECTED: in the chancery, or the corridors of the University",INCORRECT,True,United→University,"in the chancery, or the corridors of the University"
1030,train,in the role of a popular orator at the,"INCORRECT: missing trailing ""in"" | CORRECTED: in the role of a popular orator at the in",INCORRECT,True,"missing trailing ""in""",in the role of a popular orator at the in
1031,train,"still regard him "" as some sort of cross",INCORRECT: cross→crosses | CORRECTED: still regard him as some sort of crosses,INCORRECT,True,cross→crosses,still regard him as some sort of crosses
1035,train,television techniques and is being coached,INCORRECT: coached→conceived | CORRECTED: television techniques and is being conceived,INCORRECT,True,coached→conceived,television techniques and is being conceived
1039,train,gone ; he is having lessons on,"INCORRECT: gone→agreed, on→and | CORRECTED: agreed he is having lessons and",INCORRECT,True,"gone→agreed, on→and",agreed he is having lessons and
1041,train,leading the Opposition with skill and,INCORRECT: Opposition→Oppositions | CORRECTED: leading the Oppositions with skill and,INCORRECT,True,Opposition→Oppositions,leading the Oppositions with skill and
1042,train,ammunition given him by the Gov-,INCORRECT: Gov-→Crown- | CORRECTED: ammunition given him by the Crown-,INCORRECT,True,Gov-→Crown-,ammunition given him by the Crown-
1043,train,Everything is being done to promote,INCORRECT: promote→prouuote | CORRECTED: Everything is being done to prouuote,INCORRECT,True,promote→prouuote,Everything is being done to prouuote
1044,train,"ernment in recent sessions , he is","INCORRECT: ernment→emnwent, he→we | CORRECTED: emnwent in recent sessions, we is",INCORRECT,True,"ernment→emnwent, he→we","emnwent in recent sessions, we is"
1046,train,"a new image . Certainly , he is now a","INCORRECT: now a→most | CORRECTED: a new image. Certainly, he is most",INCORRECT,True,now a→most,"a new image. Certainly, he is most"
1047,train,assurance and is a match for the,INCORRECT: match→watch | CORRECTED: assurance and is a watch for the,INCORRECT,True,match→watch,assurance and is a watch for the
1049,train,"but now , with plenty of political","INCORRECT: ""but→bout"", ""now→uow"" | CORRECTED: bout uow, with plenty of political",INCORRECT,True,"""but→bout"", ""now→uow""","bout uow, with plenty of political"
1053,train,"year or not , Mr. Pearson , with his party","INCORRECT: Pearson→Pecurson | CORRECTED: year or not, Mr. Pecurson, with his party",INCORRECT,True,Pearson→Pecurson,"year or not, Mr. Pecurson, with his party"
1057,train,"new and dynamic liberalism "" and this","INCORRECT: ""this→thus"" | CORRECTED: ""new and dynamic liberalism"" and thus",INCORRECT,True,"""this→thus""","""new and dynamic liberalism"" and thus"
1058,train,"Mr. Pearson is now talking about "" his","INCORRECT: ""Pearson→Pecurson"" | CORRECTED: Mr. Pecurson is now talking about his",INCORRECT,True,"""Pearson→Pecurson""",Mr. Pecurson is now talking about his
1059,train,Canada to the problems of the Atlantic,"INCORRECT: ""Canada→Causica da"" | CORRECTED: Causica da to the problems of the Atlantic",INCORRECT,True,"""Canada→Causica da""",Causica da to the problems of the Atlantic
1060,train,"week will # show perhaps how far "" Mike","INCORRECT: #→set | CORRECTED: week will set show perhaps how far ""Mike""",INCORRECT,True,#→set,"week will set show perhaps how far ""Mike"""
1064,train,"Stated more bluntly , they are still unconvinced that","INCORRECT: bluntly→blently | CORRECTED: Stated more blently, they are still unconvinced that",INCORRECT,True,bluntly→blently,"Stated more blently, they are still unconvinced that"
1079,train,would almost certainly involve a corresponding,INCORRECT: certainly→certainty | CORRECTED: would almost certainty involve a corresponding,INCORRECT,True,certainly→certainty,would almost certainty involve a corresponding
1087,train,a highly critical editorial article .,"INCORRECT: extra word ""editorial"" | CORRECTED: a highly critical article .",INCORRECT,True,"extra word ""editorial""",a highly critical article .
1088,train,"satellite , duplicating to some extent American","INCORRECT: American→broadcast | CORRECTED: satellite , duplicating to some extent broadcast",INCORRECT,True,American→broadcast,"satellite , duplicating to some extent broadcast"
1090,train,"it has so far , that such a project would","INCORRECT: has→was | CORRECTED: it was so far, that such a project would",INCORRECT,True,has→was,"it was so far, that such a project would"
1091,train,"stage , but the French have one of their","INCORRECT: stage→large, one→cause, of→at, their→least | CORRECTED: large, but the French have cause at least",INCORRECT,True,"stage→large, one→cause, of→at, their→least","large, but the French have cause at least"
1094,train,On the specific question of the use of Blue,INCORRECT: the→have | CORRECTED: On have specific question of the use of Blue,INCORRECT,True,the→have,On have specific question of the use of Blue
1099,train,only rocket and launcher in Europe to,"INCORRECT: ""only"" removed, ""to""→""today"" | CORRECTED: rocket and launcher in Europe today",INCORRECT,True,"""only"" removed, ""to""→""today""",rocket and launcher in Europe today
1100,train,easier . He can point out that this is the,"INCORRECT: easier→He, the→easier | CORRECTED: He can point out that this is easier",INCORRECT,True,"easier→He, the→easier",He can point out that this is easier
1102,train,"Streak , Mr. Thorneycroft's task will be","INCORRECT: Streak→Speech | CORRECTED: Speech, Mr. Thorneycroft's task will be",INCORRECT,True,Streak→Speech,"Speech, Mr. Thorneycroft's task will be"
1103,train,various rocket stages had already been,"INCORRECT: extra leading word ""various"" | CORRECTED: rocket stages had already been",INCORRECT,True,"extra leading word ""various""",rocket stages had already been
1106,train,The Foreign Ministry spokesman added,INCORRECT: added→acknowledged | CORRECTED: The Foreign Ministry spokesman acknowledged,INCORRECT,True,added→acknowledged,The Foreign Ministry spokesman acknowledged
1110,train,"was irrelevant , because research on the","INCORRECT: was irrelevant→unnecessary | CORRECTED: unnecessary, because research on the",INCORRECT,True,was irrelevant→unnecessary,"unnecessary, because research on the"
1112,train,to German participation is the absence of,"INCORRECT: extra leading ""to"" | CORRECTED: German participation is the absence of",INCORRECT,True,"extra leading ""to""",German participation is the absence of
1113,train,the backbone of the German Air,"INCORRECT: the backbone→Backbone, Air→Miner | CORRECTED: Backbone of the German Miner",INCORRECT,True,"the backbone→Backbone, Air→Miner",Backbone of the German Miner
1115,train,"Fiat G-91 , and the F 104 Starfighter ,","INCORRECT: G-91→G-Sx, F→+, 104→x04 | CORRECTED: Fiat G-Sx, and the + x04 Starfighter,",INCORRECT,True,"G-91→G-Sx, F→+, 104→x04","Fiat G-Sx, and the + x04 Starfighter,"
1121,train,Common Market during their talks at Admiralty,INCORRECT: their→theirs | CORRECTED: Common Market during theirs talks at Admiralty,INCORRECT,True,their→theirs,Common Market during theirs talks at Admiralty
1123,train,to have been devoted to this main point,INCORRECT: main→meim | CORRECTED: to have been devoted to this meim point,INCORRECT,True,main→meim,to have been devoted to this meim point
1124,train,It arose during talks following,"INCORRECT: arose→orose, talks→tolks | CORRECTED: It orose during tolks following",INCORRECT,True,"arose→orose, talks→tolks",It orose during tolks following
1125,train,and other reservations .,INCORRECT: and→end | CORRECTED: end other reservations,INCORRECT,True,and→end,end other reservations
1127,train,clear that he would accept Britain into the,INCORRECT: accept→except | CORRECTED: clear that he would except Britain into the,INCORRECT,True,accept→except,clear that he would except Britain into the
1131,train,Prime Minister of the outcome of his recent,INCORRECT: his→this | CORRECTED: Prime Minister of the outcome of this recent,INCORRECT,True,his→this,Prime Minister of the outcome of this recent
1134,train,wanted him to apply for membership of the Common,INCORRECT: apply→epply | CORRECTED: wanted him to epply for membership of the common,INCORRECT,True,apply→epply,wanted him to epply for membership of the common
1138,train,informed Mr. Macmillan of his discussions with Mr.,INCORRECT: informed→formed | CORRECTED: formed Mr. Macmillan of his discussions with Mr.,INCORRECT,True,informed→formed,formed Mr. Macmillan of his discussions with Mr.
1140,train,"security affairs , were brought in , the two","INCORRECT: affairs→officers | CORRECTED: security officers, were brought in, the two",INCORRECT,True,affairs→officers,"security officers, were brought in, the two"
1144,train,Admiralty House meeting will be made in the,INCORRECT: the→three | CORRECTED: Admiralty House meeting will be made in three,INCORRECT,True,the→three,Admiralty House meeting will be made in three
1146,train,Airport last night to arrive in Washington this,INCORRECT: night→might | CORRECTED: Airport last might to arrive in Washington this,INCORRECT,True,night→might,Airport last might to arrive in Washington this
1148,train,have many questions to the Prime Minister asking,"INCORRECT: questions→prietions, Minister→Himister | CORRECTED: have many prietions to the Prime Himister asking",INCORRECT,True,"questions→prietions, Minister→Himister",have many prietions to the Prime Himister asking
1149,train,broadcast and television report on his,INCORRECT: his→this | CORRECTED: broadcast and television report on this,INCORRECT,True,his→this,broadcast and television report on this
1151,train,morning . He is to make a 30-minute nation-wide,"INCORRECT: a→e, nation-wide→motion-wide | CORRECTED: morning. He is to make e 30-minute motion-wide",INCORRECT,True,"a→e, nation-wide→motion-wide",morning. He is to make e 30-minute motion-wide
1153,train,"common purposes . "" Occasion was given to review the need for","INCORRECT: ""need→used"" | CORRECTED: ""common purposes . "" Occasion was given to review the used for""",INCORRECT,True,"""need→used""","""common purposes . "" Occasion was given to review the used for"""
1158,train,"third talks - the first were at Key West , Florida , the second in","INCORRECT: in→i've | CORRECTED: third talks - the first were at Key West , Florida , the second i've",INCORRECT,True,in→i've,"third talks - the first were at Key West , Florida , the second i've"
1160,train,which should lead to progress toward a Laos agreement at the,INCORRECT: toward→forward | CORRECTED: which should lead to progress forward a Laos agreement at the,INCORRECT,True,toward→forward,which should lead to progress forward a Laos agreement at the
1171,train,"State , gave a 90-minute briefing on the Vienna talks to the","INCORRECT: the→three | CORRECTED: State, gave a 90-minute briefing on the Vienna talks to three",INCORRECT,True,the→three,"State, gave a 90-minute briefing on the Vienna talks to three"
1173,train,"guests present , Mr. Kennedy and Mr. Macmillan met three more","INCORRECT: more→present | CORRECTED: guests present , Mr. Kennedy and Mr. Macmillan met three present",INCORRECT,True,more→present,"guests present , Mr. Kennedy and Mr. Macmillan met three present"
1174,train,"times yesterday . In PARIS , Mr. Dean Rusk , U.S. Secretary of","INCORRECT: times→Hughes | CORRECTED: Hughes yesterday. In PARIS, Mr. Dean Rusk, U.S. Secretary of",INCORRECT,True,times→Hughes,"Hughes yesterday. In PARIS, Mr. Dean Rusk, U.S. Secretary of"
1176,train,in London in time to join the Buckingham Palace dinner and to,INCORRECT: to→those | CORRECTED: in London in time to join the Buckingham Palace dinner and those,INCORRECT,True,to→those,in London in time to join the Buckingham Palace dinner and those
1179,train,"fly home with the President . In DUESSELDORF , Chancellor Adenauer","INCORRECT: home→house | CORRECTED: fly house with the President. In DUESSELDORF, Chancellor Adenauer",INCORRECT,True,home→house,"fly house with the President. In DUESSELDORF, Chancellor Adenauer"
1182,train,"spirits , Mr. Krushchov yesterday returned to","INCORRECT: Krushchov→Krudchau | CORRECTED: spirits, Mr. Krudchau yesterday returned to",INCORRECT,True,Krushchov→Krudchau,"spirits, Mr. Krudchau yesterday returned to"
1187,train,"and to all who are striving for a stable peace , ""","INCORRECT: striving→shriving | CORRECTED: and to all who are shriving for a stable peace,",INCORRECT,True,striving→shriving,"and to all who are shriving for a stable peace,"
1190,train,"to people of goodwill who hate the cold war ,","INCORRECT: hate→have | CORRECTED: to people of goodwill who have the cold war,",INCORRECT,True,hate→have,"to people of goodwill who have the cold war,"
1193,train,"arrived from Vienna . A cheering , delighted crowd","INCORRECT: delighted→admitted | CORRECTED: arrived from Vienna . A cheering, admitted crowd",INCORRECT,True,delighted→admitted,"arrived from Vienna . A cheering, admitted crowd"
1197,train,"meeting , peace-loving people will say ' a","INCORRECT: meeting→Wheeling | CORRECTED: Wheeling, peace-loving people will say ' a",INCORRECT,True,meeting→Wheeling,"Wheeling, peace-loving people will say ' a"
1198,train,state visit 40 minutes after Mr. Khrushchov had,INCORRECT: had→began | CORRECTED: state visit 40 minutes after Mr. Khrushchov began,INCORRECT,True,had→began,state visit 40 minutes after Mr. Khrushchov began
1199,train,"good beginning . ' "" Mr. Krushchov remained at the","INCORRECT: remained→remarked | CORRECTED: ""good beginning."" Mr. Krushchov remarked at the",INCORRECT,True,remained→remarked,"""good beginning."" Mr. Krushchov remarked at the"
1201,train,"establish an enduring peace between nations . ""","INCORRECT: enduring→onduring | CORRECTED: ""establish an onduring peace between nations.""",INCORRECT,True,enduring→onduring,"""establish an onduring peace between nations."""
1206,train,"In VIENNA , before flying off to Moscow ,","INCORRECT: In→On | CORRECTED: On Vienna, before flying off to Moscow,",INCORRECT,True,In→On,"On Vienna, before flying off to Moscow,"
1208,train,striving to safeguard an enduring peace for,"INCORRECT: to→do, an→as on | CORRECTED: striving do safeguard as on enduring peace for",INCORRECT,True,"to→do, an→as on",striving do safeguard as on enduring peace for
1210,train,"talks with President Kennedy would # help "" to",INCORRECT: #→be | CORRECTED: talks with President Kennedy would be help to,INCORRECT,True,#→be,talks with President Kennedy would be help to
1213,train,"weapons were necessary to defend Britain , that","INCORRECT: weapons→scruples | CORRECTED: scruples were necessary to defend Britain, that",INCORRECT,True,weapons→scruples,"scruples were necessary to defend Britain, that"
1214,train,sites in Britain for the training of German,INCORRECT: sites→Starts | CORRECTED: Starts in Britain for the training of German,INCORRECT,True,sites→Starts,Starts in Britain for the training of German
1217,train,"Britain must depend on Nato and "" the West ""","INCORRECT: ""the West""→""the latest"" | CORRECTED: Britain must depend on Nato and the latest",INCORRECT,True,"""the West""→""the latest""",Britain must depend on Nato and the latest
1218,train,troops . His main theme was that nuclear,INCORRECT: His→this | CORRECTED: troops. this main theme was that nuclear,INCORRECT,True,His→this,troops. this main theme was that nuclear
1219,train,Soviet Union has them .,"INCORRECT: has→liar, them→Mues | CORRECTED: Soviet Union liar Mues",INCORRECT,True,"has→liar, them→Mues",Soviet Union liar Mues
1224,train,to the missile .,INCORRECT: missile→missle | CORRECTED: to the missle.,INCORRECT,True,missile→missle,to the missle.
1232,train,and refuse proposals with which they did not,INCORRECT: not→most | CORRECTED: and refuse proposals with which they did most,INCORRECT,True,not→most,and refuse proposals with which they did most
1235,train,not deny facilities to nations to which it was,INCORRECT: was→comes | CORRECTED: not deny facilities to nations to which it comes,INCORRECT,True,was→comes,not deny facilities to nations to which it comes
1236,train,was far better for a weapon used for retaliatory,INCORRECT: was→wives | CORRECTED: wives far better for a weapon used for retaliatory,INCORRECT,True,was→wives,wives far better for a weapon used for retaliatory
1239,train,to oppose the Polaris depot ship .,INCORRECT: Polaris→Poleus | CORRECTED: to oppose the Poleus depot ship .,INCORRECT,True,Polaris→Poleus,to oppose the Poleus depot ship .
1240,train,That argument did not apply to the Polaris submarine .,"INCORRECT: Polaris→Polaris's, submarine→submarining | CORRECTED: That argument did not apply to the Polaris's submarining.",INCORRECT,True,"Polaris→Polaris's, submarine→submarining",That argument did not apply to the Polaris's submarining.
1241,train,"So long as the Soviet Union had nuclear weapons ,","INCORRECT: weapons→were pens | CORRECTED: So long as the Soviet Union had nuclear were pens,",INCORRECT,True,weapons→were pens,"So long as the Soviet Union had nuclear were pens,"
1245,train,of party members and still less the party's,INCORRECT: still→shall | CORRECTED: of party members and shall less the party's,INCORRECT,True,still→shall,of party members and shall less the party's
1247,train,supporters in the country .,"INCORRECT: supporters→suffortus, the→hu | CORRECTED: suffortus in hu country",INCORRECT,True,"supporters→suffortus, the→hu",suffortus in hu country
1248,train,"in the Holy Loch , only 30 miles from Glasgow , a","INCORRECT: only→anly, from→frem | CORRECTED: in the Holy Loch, anly 30 miles frem Glasgow, a",INCORRECT,True,"only→anly, from→frem","in the Holy Loch, anly 30 miles frem Glasgow, a"
1249,train,"the Scarborough conference decisions did not , in his","INCORRECT: not→most, his→this | CORRECTED: the Scarborough conference decisions did most, in this",INCORRECT,True,"not→most, his→this","the Scarborough conference decisions did most, in this"
1250,train,"view , truly reflect the opinions of the majority","INCORRECT: view→views | CORRECTED: views, truly reflect the opinions of the majority",INCORRECT,True,view→views,"views, truly reflect the opinions of the majority"
1254,train,to the official document on to opposition,INCORRECT: opposition→suggestion | CORRECTED: to the official document on to suggestion,INCORRECT,True,opposition→suggestion,to the official document on to suggestion
1255,train,disarmament to shift the emphasis of,"INCORRECT: disarmament→discernment, the→its | CORRECTED: discernment to shift its emphasis of",INCORRECT,True,"disarmament→discernment, the→its",discernment to shift its emphasis of
1256,train,to the Polaris base .,INCORRECT: Polaris→flows | CORRECTED: to the flows base,INCORRECT,True,Polaris→flows,to the flows base
1262,train,"To Mr. Macmillan , Mr Gaitskell said the","INCORRECT: ""Mr (second word)→An, said→avoid, the→that"" | CORRECTED: ""To An. Macmillan, Mr Gaitskell avoid that""",INCORRECT,True,"""Mr (second word)→An, said→avoid, the→that""","""To An. Macmillan, Mr Gaitskell avoid that"""
1265,train,"weapons within the Nato alliance . "" Let us say","INCORRECT: weapons→weopons, Nato→Notes | CORRECTED: weopons within the Notes alliance. ""Let us say""",INCORRECT,True,"weapons→weopons, Nato→Notes","weopons within the Notes alliance. ""Let us say"""
1267,train,seriously the danger of the spread of nuclear,INCORRECT: nuclear→murderous | CORRECTED: seriously the danger of the spread of murderous,INCORRECT,True,nuclear→murderous,seriously the danger of the spread of murderous
1268,train,"disarmament . """,INCORRECT: dis→des | CORRECTED: desarmament,INCORRECT,True,dis→des,desarmament
1269,train,opportunity for the party . It was a,"INCORRECT: It→Ir, was→wos, a→n | CORRECTED: opportunity for the party . Ir wos n",INCORRECT,True,"It→Ir, was→wos, a→n",opportunity for the party . Ir wos n
1272,train,Union would be prepared to reach,"INCORRECT: prepared→preponed, reach→mould | CORRECTED: Union would be preponed to mould",INCORRECT,True,"prepared→preponed, reach→mould",Union would be preponed to mould
1276,train,"and other major questions , Mr. Jack Cooper","INCORRECT: Jack→Jock | CORRECTED: and other major questions, Mr. Jock Cooper",INCORRECT,True,Jack→Jock,"and other major questions, Mr. Jock Cooper"
1277,train,fulfilment of a common policy for wages,INCORRECT: wages→workers | CORRECTED: fulfilment of a common policy for workers,INCORRECT,True,wages→workers,fulfilment of a common policy for workers
1285,train,urgent - particularly in unions serving,INCORRECT: particularly→particulary | CORRECTED: urgent - particulary in unions serving,INCORRECT,True,particularly→particulary,urgent - particulary in unions serving
1289,train,workers in the same industry - along,INCORRECT: along→alongy | CORRECTED: workers in the same industry - alongy,INCORRECT,True,along→alongy,workers in the same industry - alongy
1293,train,bases in this country . An open letter,"INCORRECT: ""An→Hn, letter→better"" | CORRECTED: ""bases in this country . Hn open better""",INCORRECT,True,"""An→Hn, letter→better""","""bases in this country . Hn open better"""
1297,train,"show "" compared with some countries , he","INCORRECT: compared→compaved | CORRECTED: ""show "" compaved with some countries , he",INCORRECT,True,compared→compaved,"""show "" compaved with some countries , he"
1303,train,"British territory . "" He pointed out that","INCORRECT: territory→tirritory | CORRECTED: ""British tirritory."" He pointed out that",INCORRECT,True,territory→tirritory,"""British tirritory."" He pointed out that"
1326,train,Britain alone .,INCORRECT: Britain→British | CORRECTED: British alone,INCORRECT,True,Britain→British,British alone
1342,train,The third reason is that the supreme,INCORRECT: supreme→scpreme | CORRECTED: The third reason is that the scpreme,INCORRECT,True,supreme→scpreme,The third reason is that the scpreme
1350,train,believes that Britain could be more effective,INCORRECT: more→miore | CORRECTED: Believes that Britain could be miore effective,INCORRECT,True,more→miore,Believes that Britain could be miore effective
1352,train,"about 400,000 men . The three Services","INCORRECT: missing ""South"" between three and Services | CORRECTED: about 400,000 men . The three South Services",INCORRECT,True,"missing ""South"" between three and Services","about 400,000 men . The three South Services"
1355,train,"THE next White Paper on defence , to","INCORRECT: Paper→Papers | CORRECTED: THE next White Papers on defence, to",INCORRECT,True,Paper→Papers,"THE next White Papers on defence, to"
1356,train,contain a five-year plan for the three,"INCORRECT: contain removed, three→illustration | CORRECTED: a five-year plan for the illustration",INCORRECT,True,"contain removed, three→illustration",a five-year plan for the illustration
1357,train,"equipped , all-Regular forces of","INCORRECT: all→au, forces→dances | CORRECTED: equipped, au-Regular dances of",INCORRECT,True,"all→au, forces→dances","equipped, au-Regular dances of"
1358,train,extent than ever before .,INCORRECT: extent→less | CORRECTED: less than ever before .,INCORRECT,True,extent→less,less than ever before .
1361,train,"not contemplated , the Navy , Army and Royal","INCORRECT: contemplated→contempolated | CORRECTED: not contempolated, the Navy, Army and Royal",INCORRECT,True,contemplated→contempolated,"not contempolated, the Navy, Army and Royal"
1362,train,command structure and central administrative,"INCORRECT: missing repeated ""command structure and central administrative"" | CORRECTED: command structure and central administrative command structure and central administrative",INCORRECT,True,"missing repeated ""command structure and central administrative""",command structure and central administrative command structure and central administrative
1364,train,"Air Force would become , for practical purposes ,","INCORRECT: Force→Toree | CORRECTED: Air Toree would become, for practical purposes,",INCORRECT,True,Force→Toree,"Air Toree would become, for practical purposes,"
1366,train,"has been working on the plan for some months ,",INCORRECT: plan→plam | CORRECTED: has been working on the plam for some months,INCORRECT,True,plan→plam,has been working on the plam for some months
1372,train,Ministers . He has also had talks with the Earl,INCORRECT: with→mith | CORRECTED: Ministers. He has also had talks mith the Earl,INCORRECT,True,with→mith,Ministers. He has also had talks mith the Earl
1375,train,or five months .,INCORRECT: months→month | CORRECTED: or five month .,INCORRECT,True,months→month,or five month .
1381,train,return to the tradition of all-Regular,"INCORRECT: ""the→have, tradition→tracking"" | CORRECTED: ""return to have tracking of all Regular""",INCORRECT,True,"""the→have, tradition→tracking""","""return to have tracking of all Regular"""
1383,train,"voluntary forces , with the last National","INCORRECT: the→all | CORRECTED: voluntary forces, with all last National",INCORRECT,True,the→all,"voluntary forces, with all last National"
1400,train,is at odds with the Service chiefs over,"INCORRECT: ""is at → at"" | CORRECTED: ""at odds with the Service chiefs over""",INCORRECT,True,"""is at → at""","""at odds with the Service chiefs over"""
1405,train,arms require and to enable each man to,"INCORRECT: extra leading word ""arms"" | CORRECTED: require and to enable each man to",INCORRECT,True,"extra leading word ""arms""",require and to enable each man to
1407,train,to have come mainly from retired officers,"INCORRECT: come→cause, retired→reached, officers→others | CORRECTED: to have cause mainly from reached others",INCORRECT,True,"come→cause, retired→reached, officers→others",to have cause mainly from reached others
1409,train,"Sir Francis , is equally convinced Mr.",INCORRECT: Mr→Mrs | CORRECTED: Sir Francis is equally convinced Mrs.,INCORRECT,True,Mr→Mrs,Sir Francis is equally convinced Mrs.
1411,train,who have held high positions but,"INCORRECT: ""but→political out"" | CORRECTED: who have held high positions political out",INCORRECT,True,"""but→political out""",who have held high positions political out
1412,train,Watkinson is right .,INCORRECT: is right→was done is in guess | CORRECTED: Watkinson was done is in guess.,INCORRECT,True,is right→was done is in guess,Watkinson was done is in guess.
1415,train,are out of touch with the existing situation .,INCORRECT: are out→out | CORRECTED: out of touch with the existing situation,INCORRECT,True,are out→out,out of touch with the existing situation
1419,train,concentrated on possible need for important,INCORRECT: concentrated→walked | CORRECTED: walked on possible need for important,INCORRECT,True,concentrated→walked,walked on possible need for important
1421,train,"as from Nov. 1 . The hand-over , due in","INCORRECT: due in→always was | CORRECTED: as from Nov. 1 . The hand-over , always was",INCORRECT,True,due in→always was,"as from Nov. 1 . The hand-over , always was"
1423,train,"Francis stayed on , and # sacrificed","INCORRECT: #→was | CORRECTED: Francis stayed on, and was sacrificed",INCORRECT,True,#→was,"Francis stayed on, and was sacrificed"
1433,train,appearance of the Progressive party from,INCORRECT: the→her | CORRECTED: appearance of her Progressive party from,INCORRECT,True,the→her,appearance of her Progressive party from
1436,train,general election showed Nationalists being,INCORRECT: being→leading | CORRECTED: general election showed Nationalists leading,INCORRECT,True,being→leading,general election showed Nationalists leading
1445,train,"Elizabeth South , announced immediately","INCORRECT: announced→auctioned, immediately→subsequently | CORRECTED: Elizabeth South, auctioned subsequently",INCORRECT,True,"announced→auctioned, immediately→subsequently","Elizabeth South, auctioned subsequently"
1450,train,last night that he had considered early,INCORRECT: early→carefully | CORRECTED: last night that he had considered carefully,INCORRECT,True,early→carefully,last night that he had considered carefully
1452,train,Government's frequent appeals to the electorate .,INCORRECT: appeals→approaches | CORRECTED: Government's frequent approaches to the electorate,INCORRECT,True,appeals→approaches,Government's frequent approaches to the electorate
1456,train,Long before polling closed at 8 p.m. it was,"INCORRECT: ""Long"" is erroneously added, missing final word ""waiting"" | CORRECTED: before polling closed at 8 p.m. it was waiting",INCORRECT,True,"""Long"" is erroneously added, missing final word ""waiting""",before polling closed at 8 p.m. it was waiting
1457,train,in the Parliamentary recess whether to,INCORRECT: in the → in | CORRECTED: in Parliamentary recess whether to,INCORRECT,True,in the → in,in Parliamentary recess whether to
1461,train,"economic and political kind . Mr. Macmillan ,","INCORRECT: kind→war | CORRECTED: economic and political war . Mr. Macmillan ,",INCORRECT,True,kind→war,"economic and political war . Mr. Macmillan ,"
1465,train,He decided that it would be a great error,INCORRECT: that→hunt | CORRECTED: He decided hunt it would be a great error,INCORRECT,True,that→hunt,He decided hunt it would be a great error
1470,train,be party to accepting as a matter of,"INCORRECT: ""matter→market"", ""of→act"" | CORRECTED: be party to accepting as a market act",INCORRECT,True,"""matter→market"", ""of→act""",be party to accepting as a market act
1474,train,the Medical Research Council to reassess,"INCORRECT: leading ""the"" not present | CORRECTED: Medical Research Council to reassess",INCORRECT,True,"leading ""the"" not present",Medical Research Council to reassess
1475,train,earlier that the Government had asked,"INCORRECT: earlier→asked, missing final ""earlier"" | CORRECTED: asked that the Government had asked earlier",INCORRECT,True,"earlier→asked, missing final ""earlier""",asked that the Government had asked earlier
1480,train,that # appeasement over Berlin could,INCORRECT: that #→pact to | CORRECTED: pact to appeasement over Berlin could,INCORRECT,True,that #→pact to,pact to appeasement over Berlin could
1482,train,"Eden , in his maiden speech in the House","INCORRECT: extra leading word ""Eden"" | CORRECTED: in his maiden speech in the House",INCORRECT,True,"extra leading word ""Eden""",in his maiden speech in the House
1488,train,"of Lords last night , gave a warning","INCORRECT: night→wish | CORRECTED: of Lords last wish, gave a warning",INCORRECT,True,night→wish,"of Lords last wish, gave a warning"
1494,train,"He began in a low , almost chatty mono-","INCORRECT: mono-→monotone | CORRECTED: He began in a low, almost chatty monotone",INCORRECT,True,mono-→monotone,"He began in a low, almost chatty monotone"
1495,train,It was the end of a rather curious,"INCORRECT: the→have, end→ended, a→the | CORRECTED: It was have ended of the rather curious",INCORRECT,True,"the→have, end→ended, a→the",It was have ended of the rather curious
1500,train,He spent most of his short half-hour on,INCORRECT: most→much | CORRECTED: He spent much of his short half-hour on,INCORRECT,True,most→much,He spent much of his short half-hour on
1504,train,"some "" new myth "" about betrayal of Germany","INCORRECT: ""some→part"", ""of→at"" | CORRECTED: ""part new myth about betrayal at Germany""",INCORRECT,True,"""some→part"", ""of→at""","""part new myth about betrayal at Germany"""
1506,train,"by the Allies . "" We do not , "" he said , "" really","INCORRECT: not→want | CORRECTED: ""by the Allies . "" We do want , "" he said , "" really""",INCORRECT,True,not→want,"""by the Allies . "" We do want , "" he said , "" really"""
1508,train,"know what the Russians want . "" But he was","INCORRECT: he→we, was→were | CORRECTED: know what the Russians want. But we were",INCORRECT,True,"he→we, was→were",know what the Russians want. But we were
1510,train,Berlin . He deplored the possibility of,INCORRECT: the→have | CORRECTED: Berlin . He deplored have possibility of,INCORRECT,True,the→have,Berlin . He deplored have possibility of
