wrong,correct,count,type,wrong_repr,correct_repr
d,ar,1,split_1:n,'d','ar'
, Censure,1,insert_0:n,'',' Censure'
,cuckold ,1,insert_0:n,'','cuckold '
,blo,1,insert_0:n,'','blo'
s ,,1,delete_n:0,'s ',''
68 ,b&,1,replace_3:2,'68 ','b&'
m,wa,1,split_1:n,'m','wa'
 - ,,1,delete_n:0,' - ',''
went,could,1,replace_4:5,'went','could'
"it ,",If,1,replace_4:2,"'it ,'",'If'
went,much,1,replace_4:4,'went','much'
W,a liv,1,split_1:n,'W','a liv'
no,ua,1,replace_2:2,'no','ua'
oi,erce,1,replace_2:4,'oi','erce'
th,lu,1,replace_2:2,'th','lu'
,om,1,insert_0:n,'','om'
rt,ch,1,replace_2:2,'rt','ch'
.,her,1,split_1:n,'.','her'
He dem,,1,delete_n:0,'He dem',''
d,owl,1,split_1:n,'d','owl'
y ,ie,1,replace_2:2,'y ','ie'
 L,l,1,merge_n:1,' L','l'
n .,r,1,merge_n:1,'n .','r'
t,'d,1,split_1:n,'t',"""'d"""
v,co,1,split_1:n,'v','co'
dus, a wor,1,replace_3:6,'dus',' a wor'
me,i,1,merge_n:1,'me','i'
t,g,1,substitute_1:1,'t','g'
ts .,d,1,merge_n:1,'ts .','d'
ann,,1,delete_n:0,'ann',''
t,uld,1,split_1:n,'t','uld'
tha,firs,1,replace_3:4,'tha','firs'
A,I,1,substitute_1:1,'A','I'
,crea,1,insert_0:n,'','crea'
ro,em,1,replace_2:2,'ro','em'
 Governments,,1,delete_n:0,' Governments',''
re,,1,delete_n:0,'re',''
g,B,1,substitute_1:1,'g','B'
in,M,1,merge_n:1,'in','M'
Mr,Dean,1,replace_2:4,'Mr','Dean'
w,en,1,split_1:n,'w','en'
Other ,,1,delete_n:0,'Other ',''
, Other,1,insert_0:n,'',' Other'
see,with a ,1,replace_3:7,'see','with a '
s,an,1,split_1:n,'s','an'
Ghana ,,1,delete_n:0,'Ghana ',''
Com-,Ghana,1,replace_4:5,'Com-','Ghana'
ew,irst,1,replace_2:4,'ew','irst'
,and,1,insert_0:n,'','and'
",",man,1,split_1:n,"','",'man'
week . ,,1,delete_n:0,'week . ',''
",",week,1,split_1:n,"','",'week'
to ,"""",1,merge_n:1,'to ',"'""'"
,"ty""",1,insert_0:n,'',"'ty""'"
aus,onc,1,replace_3:3,'aus','onc'
,rn,1,insert_0:n,'','rn'
d,ol,1,split_1:n,'d','ol'
aw,ev,1,replace_2:2,'aw','ev'
 ,re,1,split_1:n,' ','re'
a ,e,1,merge_n:1,'a ','e'
in,Te,1,replace_2:2,'in','Te'
Tak,K,1,merge_n:1,'Tak','K'
r,nc,1,split_1:n,'r','nc'
ca,eo,1,replace_2:2,'ca','eo'
 are,,1,delete_n:0,' are',''
w,r,1,substitute_1:1,'w','r'
Mr,Hs,1,replace_2:2,'Mr','Hs'
," he""",1,insert_0:n,'',"' he""'"
as,oo,1,replace_2:2,'as','oo'
rn,m,1,merge_n:1,'rn','m'
Mr,U,1,merge_n:1,'Mr','U'
O,Ca,1,split_1:n,'O','Ca'
", at",of,1,replace_4:2,"', at'",'of'
, discussed,1,insert_0:n,'',' discussed'
9,8,1,substitute_1:1,'9','8'
tur, im,1,replace_3:3,'tur',' im'
th,m,1,merge_n:1,'th','m'
tro,h,1,merge_n:1,'tro','h'
e,ch,1,split_1:n,'e','ch'
th,Mu,1,replace_2:2,'th','Mu'
st,ch,1,replace_2:2,'st','ch'
K,le,1,split_1:n,'K','le'
a,"e""",1,split_1:n,'a',"'e""'"
o,b,1,substitute_1:1,'o','b'
, that a,1,insert_0:n,'',' that a'
da,ole,1,replace_2:3,'da','ole'
",",Iain,1,split_1:n,"','",'Iain'
na,me,1,replace_2:2,'na','me'
ac,ee,1,replace_2:2,'ac','ee'
an,ou,1,replace_2:2,'an','ou'
u,ri,1,split_1:n,'u','ri'
,el,1,insert_0:n,'','el'
c,g,1,substitute_1:1,'c','g'
OYAL,oyal,1,replace_4:4,'OYAL','oyal'
I,L,1,substitute_1:1,'I','L'
ha,doe,1,replace_2:3,'ha','doe'
9,0,1,substitute_1:1,'9','0'
Sir,du,1,replace_3:2,'Sir','du'
7,2,1,substitute_1:1,'7','2'
nd,mel,1,replace_2:3,'nd','mel'
ne,Rus,1,replace_2:3,'ne','Rus'
In,Tra,1,replace_2:3,'In','Tra'
o-,e,1,merge_n:1,'o-','e'
ide,pl,1,replace_3:2,'ide','pl'
wi,mar,1,replace_2:3,'wi','mar'
ri,h,1,merge_n:1,'ri','h'
ce,om,1,replace_2:2,'ce','om'
it,all,1,replace_2:3,'it','all'
u,we,1,split_1:n,'u','we'
riv,ous,1,replace_3:3,'riv','ous'
1,7,1,substitute_1:1,'1','7'
nd,rt,1,replace_2:2,'nd','rt'
n,ur,1,split_1:n,'n','ur'
c,x,1,substitute_1:1,'c','x'
ct,x,1,merge_n:1,'ct','x'
L,le,1,split_1:n,'L','le'
i,j,1,substitute_1:1,'i','j'
e,p,1,substitute_1:1,'e','p'
",",1,1,substitute_1:1,"','",'1'
Le,hlp,1,replace_2:3,'Le','hlp'
e,uf,1,split_1:n,'e','uf'
,versi,1,insert_0:n,'','versi'
ed,y,1,merge_n:1,'ed','y'
h,eiv,1,split_1:n,'h','eiv'
on,r,1,merge_n:1,'on','r'
 ;,ed,1,replace_2:2,' ;','ed'
v,wn,1,split_1:n,'v','wn'
m,uu,1,split_1:n,'m','uu'
w a,st,1,replace_3:2,'w a','st'
n,usic,1,split_1:n,'n','usic'
#,set,1,split_1:n,'#','set'
editorial ,,1,delete_n:0,'editorial ',''
Ame,b,1,merge_n:1,'Ame','b'
i,oad,1,split_1:n,'i','oad'
n,st,1,split_1:n,'n','st'
st,l,1,merge_n:1,'st','l'
heir,,1,delete_n:0,'heir',''
only ,,1,delete_n:0,'only ',''
,day,1,insert_0:n,'','day'
easier . ,,1,delete_n:0,'easier . ',''
th,,1,delete_n:0,'th',''
,asier,1,insert_0:n,'','asier'
tr,p,1,merge_n:1,'tr','p'
ak ,ech,1,replace_3:3,'ak ','ech'
various ,,1,delete_n:0,'various ',''
dd,cknowl,1,replace_2:6,'dd','cknowl'
w,unnecess,1,split_1:n,'w','unnecess'
s i,,1,delete_n:0,'s i',''
relevant ,y,1,merge_n:1,'relevant ','y'
the b,B,1,merge_n:1,'the b','B'
A,M,1,substitute_1:1,'A','M'
,ne,1,insert_0:n,'','ne'
91 ,Sx,1,replace_3:2,'91 ','Sx'
F,+,1,substitute_1:1,'F','+'
1,x,1,substitute_1:1,'1','x'
qu,pri,1,replace_2:3,'qu','pri'
na,mo,1,replace_2:2,'na','mo'
n,'ve,1,split_1:n,'n',"""'ve"""
mo,p,1,merge_n:1,'mo','p'
,sent,1,insert_0:n,'','sent'
tim,Hugh,1,replace_3:4,'tim','Hugh'
sh,d,1,merge_n:1,'sh','d'
ov,au,1,replace_2:2,'ov','au'
el,m,1,merge_n:1,'el','m'
gh,t,1,merge_n:1,'gh','t'
m,Wh,1,split_1:n,'m','Wh'
h,beg,1,split_1:n,'h','beg'
d,n,1,substitute_1:1,'d','n'
in,rk,1,replace_2:2,'in','rk'
IENNA ,ienna,1,replace_6:5,'IENNA ','ienna'
,s o,1,insert_0:n,'','s o'
#,be,1,split_1:n,'#','be'
w,scrupl,1,split_1:n,'w','scrupl'
apon,,1,delete_n:0,'apon',''
si,S,1,merge_n:1,'si','S'
e,art,1,split_1:n,'e','art'
W,lat,1,split_1:n,'W','lat'
,r Mue,1,insert_0:n,'','r Mue'
 them .,,1,delete_n:0,' them .',''
wa,come,1,replace_2:4,'wa','come'
ari,eu,1,replace_3:2,'ari','eu'
e ,ing,1,replace_2:3,'e ','ing'
a,re ,1,split_1:n,'a','re '
pp,ff,1,replace_2:2,'pp','ff'
er,u,1,merge_n:1,'er','u'
oppo,,1,delete_n:0,'oppo',''
i,ugges,1,split_1:n,'i','ugges'
ma,n,1,merge_n:1,'ma','n'
he,s,1,merge_n:1,'he','s'
P,fl,1,split_1:n,'P','fl'
lari,w,1,merge_n:1,'lari','w'
Mr,An,1,replace_2:2,'Mr','An'
,vo,1,insert_0:n,'','vo'
e,"at""",1,split_1:n,'e',"'at""'"
cl,rd,1,replace_2:2,'cl','rd'
,ous,1,insert_0:n,'','ous'
ar,on,1,replace_2:2,'ar','on'
reach,mould,1,replace_5:5,'reach','mould'
ag,ork,1,replace_2:3,'ag','ork'
l,b,1,substitute_1:1,'l','b'
n,sh,1,split_1:n,'n','sh'
,outh S,1,insert_0:n,'','outh S'
contain ,,1,delete_n:0,'contain ',''
,illus,1,insert_0:n,'','illus'
ee,ation,1,replace_2:5,'ee','ation'
ll,u,1,merge_n:1,'ll','u'
for,dan,1,replace_3:3,'for','dan'
xtent,ss,1,replace_5:2,'xtent','ss'
, command structure and central administrative,1,insert_0:n,'',' command structure and central administrative'
d,ck,1,split_1:n,'d','ck'
tio,,1,delete_n:0,'tio',''
the,all,1,replace_3:3,'the','all'
arms ,,1,delete_n:0,'arms ',''
tir,ach,1,replace_3:3,'tir','ach'
ffic,th,1,replace_4:2,'ffic','th'
b,political o,1,split_1:n,'b','political o'
,was done ,1,insert_0:n,'','was done '
,n ,1,insert_0:n,'','n '
ht ,uess,1,replace_3:4,'ht ','uess'
are ,,1,delete_n:0,'are ',''
concentr,w,1,merge_n:1,'concentr','w'
t,lk,1,split_1:n,'t','lk'
due,always,1,replace_3:6,'due','always'
in,was,1,replace_2:3,'in','was'
,ad,1,insert_0:n,'','ad'
,uctio,1,insert_0:n,'','uctio'
nounc,,1,delete_n:0,'nounc',''
imm,subs,1,replace_3:4,'imm','subs'
dia,quen,1,replace_3:4,'dia','quen'
,eful,1,insert_0:n,'','eful'
,roach,1,insert_0:n,'','roach'
Long ,,1,delete_n:0,'Long ',''
, waiting,1,insert_0:n,'',' waiting'
kind,war,1,replace_4:3,'kind','war'
, ac,1,insert_0:n,'',' ac'
er of,,1,delete_n:0,'er of',''
,ask,1,insert_0:n,'','ask'
arlier,d,1,merge_n:1,'arlier','d'
, earlier,1,insert_0:n,'',' earlier'
th,p,1,merge_n:1,'th','p'
"Eden , ",,1,delete_n:0,"'Eden , '",''
t ,,1,delete_n:0,'t ',''
-,tone,1,split_1:n,'-','tone'
a,the,1,split_1:n,'a','the'
ost,uch,1,replace_3:3,'ost','uch'
some ,,1,delete_n:0,'some ',''
,part,1,insert_0:n,'','part'
be,fit,1,replace_2:3,'be','fit'
han,,1,delete_n:0,'han',''
the,king,1,replace_3:4,'the','king'
ak,,1,delete_n:0,'ak',''
r,che,1,split_1:n,'r','che'
theme ,,1,delete_n:0,'theme ',''
b,ro,1,split_1:n,'b','ro'
k,,1,delete_n:0,'k',''
,e plac,1,insert_0:n,'','e plac'
,went,1,insert_0:n,'','went'
ven,sul,1,replace_3:3,'ven','sul'
mi,app,1,replace_2:3,'mi','app'
d,ause,1,split_1:n,'d','ause'
zzl,gg,1,replace_3:2,'zzl','gg'
such,mere,1,replace_4:4,'such','mere'
ti, h,1,replace_2:2,'ti',' h'
littl,wher,1,replace_5:4,'littl','wher'
Thom,M,1,merge_n:1,'Thom','M'
s ,caulay,1,replace_2:6,'s ','caulay'
#,and,1,split_1:n,'#','and'
a,orr,1,split_1:n,'a','orr'
-wi, a,1,replace_3:2,'-wi',' a'
g #,d,1,merge_n:1,'g #','d'
,ing r,1,insert_0:n,'','ing r'
,volutiona,1,insert_0:n,'','volutiona'
,ie,1,insert_0:n,'','ie'
#,Krut,1,split_1:n,'#','Krut'
h,ret,1,split_1:n,'h','ret'
man,y,1,merge_n:1,'man','y'
n,qu,1,split_1:n,'n','qu'
gh,e,1,merge_n:1,'gh','e'
,hurried ,1,insert_0:n,'','hurried '
,A,1,insert_0:n,'','A'
outs,earl,1,replace_4:4,'outs','earl'
,ta,1,insert_0:n,'','ta'
#,the,1,split_1:n,'#','the'
i,"""I",1,split_1:n,'i',"'""I'"
on,ch,1,replace_2:2,'on','ch'
s :,r.,1,replace_3:2,'s :','r.'
disb,Auckl,1,replace_4:5,'disb','Auckl'
cut,ss,1,replace_3:2,'cut','ss'
tol,face,1,replace_3:4,'tol','face'
t,lin,1,split_1:n,'t','lin'
tr,di,1,replace_2:2,'tr','di'
M,Illin,1,split_1:n,'M','Illin'
cow,,1,delete_n:0,'cow',''
hi,Her,1,replace_2:3,'hi','Her'
to ,"bs""",1,replace_3:3,'to ',"'bs""'"
,shal ,1,insert_0:n,'','shal '
m,ri,1,split_1:n,'m','ri'
P,p,1,substitute_1:1,'P','p'
o,re,1,split_1:n,'o','re'
it,s,1,merge_n:1,'it','s'
i,ou,1,split_1:n,'i','ou'
w,ndor,1,split_1:n,'w','ndor'
th,Ku,1,replace_2:2,'th','Ku'
Ma,no,1,replace_2:2,'Ma','no'
ai,e,1,merge_n:1,'ai','e'
i,te,1,split_1:n,'i','te'
S,f,1,substitute_1:1,'S','f'
M,B,1,substitute_1:1,'M','B'
rk,lanc,1,replace_2:4,'rk','lanc'
,try,1,insert_0:n,'','try'
 ,ice,1,split_1:n,' ','ice'
said . H,th,1,replace_8:2,'said . H','th'
m,"""r",1,split_1:n,'m',"'""r'"
#,poep,1,split_1:n,'#','poep'
b,ke,1,split_1:n,'b','ke'
 .,e,1,merge_n:1,' .','e'
i,ur,1,split_1:n,'i','ur'
,0,1,insert_0:n,'','0'
 ,es,1,split_1:n,' ','es'
with,call,1,replace_4:4,'with','call'
mo,seve,1,replace_2:4,'mo','seve'
than,Over,1,replace_4:4,'than','Over'
3,7,1,substitute_1:1,'3','7'
RUSCHEV,reschev,1,replace_7:7,'RUSCHEV','reschev'
g,ff,1,split_1:n,'g','ff'
mil,author,1,replace_3:6,'mil','author'
st,e,1,merge_n:1,'st','e'
wh,clung t,1,replace_2:7,'wh','clung t'
razed,it,1,replace_5:2,'razed','it'
n,r ,1,split_1:n,'n','r '
ul,vere,1,replace_2:4,'ul','vere'
ty,king,1,replace_2:4,'ty','king'
,censu,1,insert_0:n,'','censu'
emov,,1,delete_n:0,'emov',''
ou,,1,delete_n:0,'ou',''
,ess,1,insert_0:n,'','ess'
fir,th,1,replace_3:2,'fir','th'
sw,Sec,1,replace_2:3,'sw','Sec'
ut,ff,1,replace_2:2,'ut','ff'
#,out,1,split_1:n,'#','out'
as,er,1,replace_2:2,'as','er'
,ern,1,insert_0:n,'','ern'
it,lk,1,replace_2:2,'it','lk'
al,ine,1,replace_2:3,'al','ine'
l,ct,1,split_1:n,'l','ct'
ul,an,1,replace_2:2,'ul','an'
lti,ch,1,replace_3:2,'lti','ch'
l,g,1,substitute_1:1,'l','g'
e,us,1,split_1:n,'e','us'
M,HK,1,split_1:n,'M','HK'
Government ,,1,delete_n:0,'Government ',''
, Government,1,insert_0:n,'',' Government'
, would be taken home.,1,insert_0:n,'',' would be taken home.'
understood . ,,1,delete_n:0,'understood . ',''
, understood,1,insert_0:n,'',' understood'
serving ,,1,delete_n:0,'serving ',''
a,serving,1,split_1:n,'a','serving'
ou,ese,1,replace_2:3,'ou','ese'
,ze,1,insert_0:n,'','ze'
M,ulle,1,split_1:n,'M','ulle'
b,the,1,split_1:n,'b','the'
,rra,1,insert_0:n,'','rra'
,on-,1,insert_0:n,'','on-'
s,we,1,split_1:n,'s','we'
,ghe,1,insert_0:n,'','ghe'
ers,,1,delete_n:0,'ers',''
that,policy,1,replace_4:6,'that','policy'
id,s,1,merge_n:1,'id','s'
wh,r,1,merge_n:1,'wh','r'
,her,1,insert_0:n,'','her'
w,situ,1,split_1:n,'w','situ'
wh,ar,1,replace_2:2,'wh','ar'
te,d,1,merge_n:1,'te','d'
,und,1,insert_0:n,'','und'
m, South,1,split_1:n,'m',' South'
,lw,1,insert_0:n,'','lw'
ver ,s,1,merge_n:1,'ver ','s'
la,di,1,replace_2:2,'la','di'
cz,g,1,merge_n:1,'cz','g'
ould,asn't,1,replace_4:5,'ould',"""asn't"""
,mea,1,insert_0:n,'','mea'
ven,itia,1,replace_3:4,'ven','itia'
a,Fi,1,split_1:n,'a','Fi'
t,re,1,split_1:n,'t','re'
#,is,1,split_1:n,'#','is'
m,t,1,substitute_1:1,'m','t'
tion,ff,1,replace_4:2,'tion','ff'
un,mil,1,replace_2:3,'un','mil'
,crimin,1,insert_0:n,'','crimin'
rmame,tio,1,replace_5:3,'rmame','tio'
on,au,1,replace_2:2,'on','au'
,f ac,1,insert_0:n,'','f ac'
 not on,ual,1,replace_7:3,' not on','ual'
the,Huo,1,replace_3:3,'the','Huo'
hr,ll,1,replace_2:2,'hr','ll'
it,ek,1,replace_2:2,'it','ek'
han,olle,1,replace_3:4,'han','olle'
wou,search ,1,replace_3:7,'wou','search '
d h,e,1,merge_n:1,'d h','e'
",",,1,delete_n:0,"','",''
sh,W,1,merge_n:1,'sh','W'
is,e,1,merge_n:1,'is','e'
the,Ho,1,replace_3:2,'the','Ho'
ck ,vel,1,replace_3:3,'ck ','vel'
w,ov,1,split_1:n,'w','ov'
hour,laws,1,replace_4:4,'hour','laws'
,z,1,insert_0:n,'','z'
of,the,1,replace_2:3,'of','the'
r,p,1,substitute_1:1,'r','p'
i,Wa,1,split_1:n,'i','Wa'
im,ur,1,replace_2:2,'im','ur'
en,au,1,replace_2:2,'en','au'
bu,Cos,1,replace_2:3,'bu','Cos'
bu,los,1,replace_2:3,'bu','los'
r wh,ntati,1,replace_4:5,'r wh','ntati'
,us,1,insert_0:n,'','us'
#,between,1,split_1:n,'#','between'
r,les,1,split_1:n,'r','les'
ou,ra,1,replace_2:2,'ou','ra'
w,ss,1,split_1:n,'w','ss'
rr,n,1,merge_n:1,'rr','n'
or,an,1,replace_2:2,'or','an'
#,early,1,split_1:n,'#','early'
, proved,1,insert_0:n,'',' proved'
a,ic,1,split_1:n,'a','ic'
in,ho,1,replace_2:2,'in','ho'
rf,ct,1,replace_2:2,'rf','ct'
on,am,1,replace_2:2,'on','am'
f,g,1,substitute_1:1,'f','g'
up on ,,1,delete_n:0,'up on ',''
, on,1,insert_0:n,'',' on'
I,Ye,1,split_1:n,'I','Ye'
wro,usi,1,replace_3:3,'wro','usi'
m,ve,1,split_1:n,'m','ve'
sit,of,1,replace_3:2,'sit','of'
d,R,1,substitute_1:1,'d','R'
,ug,1,insert_0:n,'','ug'
nc,,1,delete_n:0,'nc',''
u,ever,1,split_1:n,'u','ever'
,uve,1,insert_0:n,'','uve'
ce,i,1,merge_n:1,'ce','i'
b,tt,1,split_1:n,'b','tt'
se,ri,1,replace_2:2,'se','ri'
n-,r,1,merge_n:1,'n-','r'
,lisa,1,insert_0:n,'','lisa'
m,W,1,substitute_1:1,'m','W'
nth,rk,1,replace_3:2,'nth','rk'
h,W,1,substitute_1:1,'h','W'
m,ra,1,split_1:n,'m','ra'
n,ul,1,split_1:n,'n','ul'
,mplai,1,insert_0:n,'','mplai'
empt ,,1,delete_n:0,'empt ',''
. A,a,1,merge_n:1,'. A','a'
farm,jenn,1,replace_4:4,'farm','jenn'
wi,at ,1,replace_2:3,'wi','at '
ng,th,1,replace_2:2,'ng','th'
nd,ech,1,replace_2:3,'nd','ech'
mo,we,1,replace_2:2,'mo','we'
ow,d,1,merge_n:1,'ow','d'
f,Tre,1,split_1:n,'f','Tre'
Er,Fel,1,replace_2:3,'Er','Fel'
,Al,1,insert_0:n,'','Al'
ONS,oris,1,replace_3:4,'ONS','oris'
the,flua,1,replace_3:4,'the','flua'
the,Hou,1,replace_3:3,'the','Hou'
:,address,1,split_1:n,':','address'
zz,gg,1,replace_2:2,'zz','gg'
2o,O,1,merge_n:1,'2o','O'
 He ,,1,delete_n:0,' He ',''
n," head""",1,split_1:n,'n',"' head""'"
as ,ey,1,replace_3:2,'as ','ey'
run,saw,1,replace_3:3,'run','saw'
IN,All,1,replace_2:3,'IN','All'
w,ight,1,split_1:n,'w','ight'
u,co,1,split_1:n,'u','co'
ta,ho,1,replace_2:2,'ta','ho'
k,ic,1,split_1:n,'k','ic'
u,m,1,substitute_1:1,'u','m'
e,ot,1,split_1:n,'e','ot'
k,ac,1,split_1:n,'k','ac'
ow,t,1,merge_n:1,'ow','t'
summ,Pho,1,replace_4:3,'summ','Pho'
r .,nix,1,replace_3:3,'r .','nix'
bum,,1,delete_n:0,'bum',''
,layer,1,insert_0:n,'','layer'
vi,men,1,replace_2:3,'vi','men'
n,te,1,split_1:n,'n','te'
no,,1,delete_n:0,'no',''
,as,1,insert_0:n,'','as'
a,os,1,split_1:n,'a','os'
ms,ng,1,replace_2:2,'ms','ng'
act,,1,delete_n:0,'act',''
"on """,ed,1,replace_4:2,"'on ""'",'ed'
". "" H",th,1,replace_5:2,"'. "" H'",'th'
k,ght,1,split_1:n,'k','ght'
,"d""",1,insert_0:n,'',"'d""'"
se,ch,1,replace_2:2,'se','ch'
st,ph,1,replace_2:2,'st','ph'
ing,ey,1,replace_3:2,'ing','ey'
N,m,1,substitute_1:1,'N','m'
w,ntality,1,split_1:n,'w','ntality'
they ,,1,delete_n:0,'they ',''
thus : ,,1,delete_n:0,'thus : ',''
,""" thus:",1,insert_0:n,'',"'"" thus:'"
m,ard,1,split_1:n,'m','ard'
invasion ,,1,delete_n:0,'invasion ',''
, invasion,1,insert_0:n,'',' invasion'
t,A,1,substitute_1:1,'t','A'
, talks,1,insert_0:n,'',' talks'
ich,d,1,merge_n:1,'ich','d'
tha,Abou,1,replace_3:4,'tha','Abou'
,riv,1,insert_0:n,'','riv'
ctor,l,1,merge_n:1,'ctor','l'
rr,pp,1,replace_2:2,'rr','pp'
n,ll ,1,split_1:n,'n','ll '
a,ci,1,split_1:n,'a','ci'
on,ve,1,replace_2:2,'on','ve'
um ,nning,1,replace_3:5,'um ','nning'
v,s,1,substitute_1:1,'v','s'
ou,ewe,1,replace_2:3,'ou','ewe'
o ,e,1,merge_n:1,'o ','e'
to,de,1,replace_2:2,'to','de'
9,3,1,substitute_1:1,'9','3'
, and stronger Now At this target Which,1,insert_0:n,'',' and stronger Now At this target Which'
at,ed,1,replace_2:2,'at','ed'
#,?,1,substitute_1:1,'#','?'
, lines,1,insert_0:n,'',' lines'
i,he,1,split_1:n,'i','he'
urn,ake,1,replace_3:3,'urn','ake'
s ,a,1,merge_n:1,'s ','a'
#,it,1,split_1:n,'#','it'
iss,r,1,merge_n:1,'iss','r'
,bbl,1,insert_0:n,'','bbl'
ri,e,1,merge_n:1,'ri','e'
as,or,1,replace_2:2,'as','or'
ate-,udy,1,replace_4:3,'ate-','udy'
,a ,1,insert_0:n,'','a '
, the button for nuclear warfare,1,insert_0:n,'',' the button for nuclear warfare'
me,un,1,replace_2:2,'me','un'
"800,000",SW All,1,replace_7:6,"'800,000'",'SW All'
er,ua,1,replace_2:2,'er','ua'
t,ced,1,split_1:n,'t','ced'
n .,sh,1,replace_3:2,'n .','sh'
 to,,1,delete_n:0,' to',''
w,G,1,substitute_1:1,'w','G'
rk,t,1,merge_n:1,'rk','t'
"550,000",Science,1,replace_7:7,"'550,000'",'Science'
trat,hol,1,replace_4:3,'trat','hol'
W,Mal,1,split_1:n,'W','Mal'
h,al,1,split_1:n,'h','al'
,"s"")",1,insert_0:n,'',"'s"")'"
M,R,1,substitute_1:1,'M','R'
el-,rd,1,replace_3:2,'el-','rd'
t ,f,1,merge_n:1,'t ','f'
gh,,1,delete_n:0,'gh',''
lo,da,1,replace_2:2,'lo','da'
 M,r,1,merge_n:1,' M','r'
la,ise,1,replace_2:3,'la','ise'
th,n,1,merge_n:1,'th','n'
bu,ma,1,replace_2:2,'bu','ma'
a,in,1,split_1:n,'a','in'
ht,nal,1,replace_2:3,'ht','nal'
ting .,up,1,replace_6:2,'ting .','up'
acl,s,1,merge_n:1,'acl','s'
th,nos,1,replace_2:3,'th','nos'
ch,dge,1,replace_2:3,'ch','dge'
summ,Secret,1,replace_4:6,'summ','Secret'
of ,,1,delete_n:0,'of ',''
,failed ,1,insert_0:n,'','failed '
does ,,1,delete_n:0,'does ',''
b,li,1,split_1:n,'b','li'
l,e,1,substitute_1:1,'l','e'
59,Sg,1,replace_2:2,'59','Sg'
de,habharata,1,replace_2:9,'de','habharata'
st,chn,1,replace_2:3,'st','chn'
rl,th,1,replace_2:2,'rl','th'
at ,,1,delete_n:0,'at ',''
, for,1,insert_0:n,'',' for'
ai,,1,delete_n:0,'ai',''
,ounder,1,insert_0:n,'','ounder'
to,As,1,replace_2:2,'to','As'
vi,u,1,merge_n:1,'vi','u'
,li,1,insert_0:n,'','li'
ral,,1,delete_n:0,'ral',''
,fl,1,insert_0:n,'','fl'
,cen,1,insert_0:n,'','cen'
s,A,1,substitute_1:1,'s','A'
T,h,1,substitute_1:1,'T','h'
h,tr,1,split_1:n,'h','tr'
bb,ggl,1,replace_2:3,'bb','ggl'
o,ate,1,split_1:n,'o','ate'
ta,Ac,1,replace_2:2,'ta','Ac'
h,dr,1,split_1:n,'h','dr'
yo,gea,1,replace_2:3,'yo','gea'
b,lov,1,split_1:n,'b','lov'
, dour,1,insert_0:n,'',' dour'
itua,elec,1,replace_4:4,'itua','elec'
rl,ve,1,replace_2:2,'rl','ve'
sex,that,1,replace_3:4,'sex','that'
an,out,1,replace_2:3,'an','out'
In,has,1,replace_2:3,'In','has'
y,ing,1,split_1:n,'y','ing'
u,wi,1,split_1:n,'u','wi'
old,aunt,1,replace_3:4,'old','aunt'
b,t,1,substitute_1:1,'b','t'
fr,chn,1,replace_2:3,'fr','chn'
en,cally ,1,replace_2:6,'en','cally '
,rien,1,insert_0:n,'','rien'
tant,ed,1,replace_4:2,'tant','ed'
,"""com",1,insert_0:n,'',"'""com'"
 it,,1,delete_n:0,' it',''
iv,ju,1,replace_2:2,'iv','ju'
ow,au,1,replace_2:2,'ow','au'
ole ,k,1,merge_n:1,'ole ','k'
,enot D,1,insert_0:n,'','enot D'
bu,,1,delete_n:0,'bu',''
,hat,1,insert_0:n,'','hat'
nd,s,1,merge_n:1,'nd','s'
Mr.,she,1,replace_3:3,'Mr.','she'
 of the,,1,delete_n:0,' of the',''
,Qu,1,insert_0:n,'','Qu'
nd,ker,1,replace_2:3,'nd','ker'
,lie,1,insert_0:n,'','lie'
Mr,Lt,1,replace_2:2,'Mr','Lt'
St,H,1,merge_n:1,'St','H'
ast,ord,1,replace_3:3,'ast','ord'
W,lik,1,split_1:n,'W','lik'
on,cry,1,replace_2:3,'on','cry'
c,sed,1,split_1:n,'c','sed'
,ale,1,insert_0:n,'','ale'
ee, ,1,merge_n:1,'ee',' '
ha,trie,1,replace_2:4,'ha','trie'
worl,an,1,replace_4:2,'worl','an'
M,t,1,substitute_1:1,'M','t'
, not,1,insert_0:n,'',' not'
ways,leging,1,replace_4:6,'ways','leging'
bu,tha,1,replace_2:3,'bu','tha'
M,othe,1,split_1:n,'M','othe'
,out,1,insert_0:n,'','out'
Mr,its,1,replace_2:3,'Mr','its'
x,sen,1,split_1:n,'x','sen'
Mr,St,1,replace_2:2,'Mr','St'
,"""po",1,insert_0:n,'',"'""po'"
ul,er,1,replace_2:2,'ul','er'
from,when,1,replace_4:4,'from','when'
 Mo,Ha,1,replace_3:2,' Mo','Ha'
i,ly ,1,split_1:n,'i','ly '
,eav,1,insert_0:n,'','eav'
m ,ir,1,replace_2:2,'m ','ir'
ff,ll,1,replace_2:2,'ff','ll'
ask,tell,1,replace_3:4,'ask','tell'
u,lie,1,split_1:n,'u','lie'
odd,act,1,replace_3:3,'odd','act'
w,av,1,split_1:n,'w','av'
et,a,1,merge_n:1,'et','a'
w,g,1,substitute_1:1,'w','g'
n,"s""",1,split_1:n,'n',"'s""'"
v,V,1,substitute_1:1,'v','V'
am,xw,1,replace_2:2,'am','xw'
,war,1,insert_0:n,'','war'
OT,ot,1,replace_2:2,'OT','ot'
m,uac,1,split_1:n,'m','uac'
